"","FEC_ID","Year","X.x","C10","M01","M10","M20","M30","M40","M50","S10","S20","S50","R10","X_first_score","X_second_score","total_spent","STATE.ABBREVIATION","DISTRICT","X.1","candidate.last","X.y","X1","STATE","incumbent","candidate.first","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","woman","Total population","18 years and over","Under 20","20 to 44 years","45 to 64 years","Over 65","Median age (years)","White","Black or African American","American Indian and Alaska Native","Asian","Native Hawaiian and Other Pacific Islander","Some other race","Two or more races","Hispanic or Latino (of any race)","Born in United States","Foreign born","Percent Over 16 In labor force","Unemployment Rate","Median (dollars)","Median household income (dollars)","Mean household income (dollars)","All people","Percent high school graduate or higher","Percent bachelor's degree or higher"
"174","H0VA02084",2010,492,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,81015,"VA","02",9582,"Rigell",4878,4879,"Virginia","","E. Scott","Rigell, E. Scott",NA,"R","14,396","39.50%","","","88,340","53.12%",0,0.360775038,0.557958095,0.470817587,0.541108328,0.511375891,0.247076694,0.3003663,0.635297367,0.281171235,0.010591064,0.103165508,0.007166968,0.056965886,0.169653793,0.082974942,0.828784296,0.138027941,0.83013708,0.226190476,0.132020229,0.368874351,0.275768603,0.161812298,0.900510204,0.442307692
"175","H0VA02084",2012,962,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,44787,"VA","02",9583,"Rigell",45531,4554,"Virginia","(I)","E. Scott","Rigell, E. Scott",NA,"R","Unopposed","","","","166,231","53.76%",0,0.360775038,0.557958095,0.470817587,0.541108328,0.511375891,0.247076694,0.3003663,0.635297367,0.281171235,0.010591064,0.103165508,0.007166968,0.056965886,0.169653793,0.082974942,0.828784296,0.138027941,0.83013708,0.226190476,0.132020229,0.368874351,0.275768603,0.161812298,0.900510204,0.442307692
"176","H0VA02126",2010,493,0.0440533601637581,0,0,0.00216840717482566,0,0,0.3295978905735,0,0.123356347361482,0,0.500823994726434,0.255082029825271,0.156653947794531,115292,"VA","02",9551,"Mizusawa",4880,4881,"Virginia","","Bert K.","Mizusawa, Bert K.",NA,"R","6,342","17.40%","","","","",0,0.360775038,0.557958095,0.470817587,0.541108328,0.511375891,0.247076694,0.3003663,0.635297367,0.281171235,0.010591064,0.103165508,0.007166968,0.056965886,0.169653793,0.082974942,0.828784296,0.138027941,0.83013708,0.226190476,0.132020229,0.368874351,0.275768603,0.161812298,0.900510204,0.442307692
"177","H0VA05061",2010,494,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,316,"VA","05",9549,"McPadden",4904,4905,"Virginia","","Mike G.","McPadden, Mike G.",NA,"R","3,460","9.79%","","","","",0,0.382720123,0.623158064,0.415598787,0.296480884,0.717374994,0.432175393,0.531135531,0.731846106,0.283660806,0.014805001,0.022869811,0.002337288,0.014881446,0.083833735,0.031971012,0.935455587,0.05548613,0.513332277,0.214285714,0.077322332,0.224436669,0.19758783,0.30420712,0.762755102,0.302884615
"178","H0VA05095",2010,495,0.985274086072967,0,0,0,0.0147259139270331,0,0,0,0,0,0,-0.66007076871339,-0.076691907065331,135815,"VA","05",9524,"Hurt",4902,4903,"Virginia","","Robert","Hurt, Robert",NA,"R","17,120","48.43%","","","119,560","50.81%",0,0.382720123,0.623158064,0.415598787,0.296480884,0.717374994,0.432175393,0.531135531,0.731846106,0.283660806,0.014805001,0.022869811,0.002337288,0.014881446,0.083833735,0.031971012,0.935455587,0.05548613,0.513332277,0.214285714,0.077322332,0.224436669,0.19758783,0.30420712,0.762755102,0.302884615
"179","H0VA05111",2010,496,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,272,"VA","05",9547,"McKelvey",4903,4904,"Virginia","","James K. ""Jim""","McKelvey, James K. ""Jim""",NA,"R","9,153","25.89%","","","","",0,0.382720123,0.623158064,0.415598787,0.296480884,0.717374994,0.432175393,0.531135531,0.731846106,0.283660806,0.014805001,0.022869811,0.002337288,0.014881446,0.083833735,0.031971012,0.935455587,0.05548613,0.513332277,0.214285714,0.077322332,0.224436669,0.19758783,0.30420712,0.762755102,0.302884615
"180","H0VA07042",2010,497,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,72935,"VA","07",9443,"Cantor",4921,4922,"Virginia","(I)","Eric I.","Cantor, Eric I.",NA,"R","Unopposed","","","","138,209","59.22%",0,0.507200412,0.442484511,0.535249437,0.396513162,0.660779431,0.277146382,0.406593407,0.657759989,0.262631658,0.007807722,0.090094375,0.003928154,0.109702504,0.102087595,0.079179377,0.809374106,0.172932294,0.75664415,0.19047619,0.131022092,0.425165238,0.336130893,0.142394822,0.875,0.488782051
"181","H0VA08040",2010,498,0.370277078085642,0,0,0,0,0,0,0,0,0.629722921914358,0,0.00943192749791661,0.360344808598786,3970,"VA","08",9554,"Moran",4927,4928,"Virginia","(I)","James P. ""Jim,"" Jr.","Moran, James P. ""Jim,"" Jr.",NA,"D","Unopposed","","","","116,404","61.03%",0,0.526935974,0.513672095,0.444559814,0.706464795,0.452366751,0.134306242,0.285714286,0.581757181,0.203416516,0.01137245,0.21283819,0.001430169,0.161881567,0.160331367,0.1991376,0.48848972,0.482134155,1.000000411,0.107142857,0.334309289,0.680950691,0.592403638,0.158576052,0.885204082,0.852564103
"182","H0VA09055",2010,499,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,21299,"VA","09",9503,"Griffith",4935,4936,"Virginia","","H. Morgan","Griffith, H. Morgan",NA,"R","*","","","","95,726","51.21%",0,0.323982405,0.685904024,0.387323459,0.307832733,0.731571413,0.435681829,0.549450549,0.929154719,0.074613204,0.009836262,0.018803309,0.00605943,0.006395929,0.02741539,0.020554929,0.963286931,0.031664643,0.331438967,0.273809524,0.033271227,0.133948645,0.088285653,0.443365696,0.716836735,0.189102564
"183","H0VA10137",2010,884,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"VA","10",9424,"Barnett",4948,4949,"Virginia","","Jeffery R.","Barnett, Jeffery R.",NA,"D","Unopposed","","","","72,604","34.81%",0,0.608727244,0.267150209,0.722311351,0.342554593,0.768349911,0.15295287,0.36996337,0.659457888,0.111647568,0.010830015,0.273974993,0.004180692,0.066493653,0.153255637,0.151852376,0.597366326,0.377131097,0.866277605,0.071428571,0.295115784,0.855055192,0.702704115,0,0.913265306,0.745192308
"184","H0WA02080",2010,885,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"WA","02",9810,"Larsen",4988,4989,"Washington","(I)","Rick","Larsen, Rick",NA,"D","73,734","42.01%","","","155,241","51.07%",0,0.42775954,0.595537176,0.407223677,0.530375436,0.50735143,0.303440007,0.373626374,0.745666584,0.040953876,0.072613983,0.16402897,0.032773543,0.096594612,0.194820366,0.115156764,0.738477577,0.233299447,0.68684084,0.261904762,0.229238754,0.372179117,0.273203206,0.177993528,0.897959184,0.373397436
"185","H0WA02080",2012,1370,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,4520,"WA","02",9811,"Larsen",4657,4658,"Washington","(I)","Rick","Larsen, Rick",NA,"D","79,632","57.21%","","","184,826","61.14%",0,0.42775954,0.595537176,0.407223677,0.530375436,0.50735143,0.303440007,0.373626374,0.745666584,0.040953876,0.072613983,0.16402897,0.032773543,0.096594612,0.194820366,0.115156764,0.738477577,0.233299447,0.68684084,0.261904762,0.229238754,0.372179117,0.273203206,0.177993528,0.897959184,0.373397436
"186","H0WA02080",2014,1485,0.976820647706724,0,0,0,0,0,0,0,0,0.0231793522932763,0,-0.653029905345753,-0.0512522695436792,91245,"WA","02",9812,"Larsen",3496,3497,"Washington","(I)","Rick","Larsen, Rick",NA,"D","61,150","55.59%","","","122,173","60.57%",0,0.42775954,0.595537176,0.407223677,0.530375436,0.50735143,0.303440007,0.373626374,0.745666584,0.040953876,0.072613983,0.16402897,0.032773543,0.096594612,0.194820366,0.115156764,0.738477577,0.233299447,0.68684084,0.261904762,0.229238754,0.372179117,0.273203206,0.177993528,0.897959184,0.373397436
"187","H0WA02155",2010,886,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"WA","02",9798,"Kalb",4992,4993,"Washington","","Larry","Kalb, Larry",NA,"D","7,627","4.35%","","","","",0,0.42775954,0.595537176,0.407223677,0.530375436,0.50735143,0.303440007,0.373626374,0.745666584,0.040953876,0.072613983,0.16402897,0.032773543,0.096594612,0.194820366,0.115156764,0.738477577,0.233299447,0.68684084,0.261904762,0.229238754,0.372179117,0.273203206,0.177993528,0.897959184,0.373397436
"188","H0WA03161",2010,852,0,0,0,0,0,0,0,0,0.1405186683833,0.8594813316167,0,0.396929398823355,0.547310400771556,5437,"WA","03",9777,"Heck",4996,4997,"Washington","","Denny","Heck, Denny",NA,"D","51,895","31.40%","","","135,654","47.03%",0,0.4214776,0.454453385,0.526500731,0.375946084,0.595107591,0.329030069,0.406593407,0.869003278,0.015849803,0.027717069,0.050347919,0.046198712,0.056315817,0.208355039,0.104562134,0.836304087,0.147587057,0.577801572,0.333333333,0.168152781,0.337026895,0.252088013,0.213592233,0.87755102,0.274038462
"189","H0WA03161",2012,1371,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,1977,"WA","10",9778,"Heck",4715,4716,"Washington","","Denny","Heck, Denny",NA,"D","51,047","39.73%","","","163,036","58.56%",0,0.446901941,0.457980544,0.529760838,0.529901791,0.492400348,0.223811974,0.304029304,0.68607174,0.088142548,0.058774595,0.123990151,0.118603127,0.104857904,0.309295202,0.131872191,0.7722405,0.184164122,0.711705233,0.369047619,0.166555763,0.372339706,0.250277144,0.203883495,0.87244898,0.28525641
"190","H0WA03161",2014,1855,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2028,"WA","10",9779,"Heck",35501,3551,"Washington","(I)","Denny","Heck, Denny",NA,"D","51,738","51.58%","","","99,279","54.70%",0,0.446901941,0.457980544,0.529760838,0.529901791,0.492400348,0.223811974,0.304029304,0.68607174,0.088142548,0.058774595,0.123990151,0.118603127,0.104857904,0.309295202,0.131872191,0.7722405,0.184164122,0.711705233,0.369047619,0.166555763,0.372339706,0.250277144,0.203883495,0.87244898,0.28525641
"191","H0WA04060",2010,888,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"WA","04",9733,"Clough",5004,5005,"Washington","","Jay","Clough, Jay",NA,"D","31,782","22.52%","","","74,973","32.36%",0,0.382777585,0.15630423,0.836983186,0.41245073,0.275759791,0.205328011,0.208791209,0.735429795,0.011933373,0.115066115,0.016140768,0.020855683,0.428974517,0.126767256,0.438695085,0.717184001,0.279725893,0.632956282,0.44047619,0.098815544,0.243513025,0.181435113,0.375404531,0.591836735,0.193910256
"192","H0WA08046",2014,1486,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,315450,"WA","01",9746,"DelBene",34872,3488,"Washington","(I)","Suzan","DelBene, Suzan",NA,"D","59,798","50.67%","","","124,151","55.04%",1,0.486113557,0.426600198,0.541772629,0.458614177,0.693694647,0.201092695,0.36996337,0.733419395,0.014420936,0.047890187,0.22727179,0.018591758,0.10173787,0.188018084,0.099053708,0.674874261,0.311576477,0.770111135,0.154761905,0.310819803,0.634996704,0.529191552,0.090614887,0.946428571,0.564102564
"193","H0WA08053",2010,889,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"WA","08",9737,"Cramer",5034,5035,"Washington","","Tom","Cramer, Tom",NA,"D","15,313","9.50%","","","","",0,0.446505265,0.33118887,0.669641456,0.39253981,0.614003773,0.205291255,0.351648352,0.700550064,0.037501573,0.052666193,0.164777027,0.069598694,0.193006788,0.210360976,0.125583213,0.731297581,0.257750205,0.75406236,0.202380952,0.237756188,0.548599489,0.432379725,0.142394822,0.875,0.427884615
"194","H0WA08053",2012,1373,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,1936,"WA","09",9738,"Cramer",4710,4711,"Washington","","Tom","Cramer, Tom",NA,"D","8,376","7.03%","","","","",0,0.412061177,0.547629122,0.434952095,0.641606011,0.493413347,0.185313504,0.278388278,0.40996399,0.171577453,0.030888569,0.42541514,0.080179571,0.179386537,0.245964101,0.135541257,0.44628144,0.542475029,0.847899432,0.214285714,0.299973383,0.501141031,0.45413917,0.16828479,0.834183673,0.552884615
"195","H0WI05105",2010,890,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"WI","05",9963,"Kolosso",5181,5182,"Wisconsin","","Todd P.","Kolosso, Todd P.",NA,"D","18,242","99.72%","","","90,634","27.36%",0,0.378175031,0.57073708,0.419955573,0.325842627,0.79959222,0.368468004,0.505494505,0.925924051,0.027968639,0.012028929,0.047006185,0.004550497,0.038015538,0.055448164,0.063170916,0.927378757,0.063403213,0.799075144,0.119047619,0.111192441,0.391542844,0.310070635,0.093851133,0.959183673,0.450320513
"196","H0WI08075",2014,1835,0,0,0,0,0,0,0,1,0,0,0,0.248956043239761,0.100549327646035,2500,"WI","08",10006,"Ribble",3685,3686,"Wisconsin","(I)","Reid J.","Ribble, Reid J.",NA,"R","33,330","99.75%","","","188,553","65.01%",0,0.383300308,0.475839174,0.518124563,0.326745241,0.737565465,0.323637632,0.443223443,0.907177589,0.016169602,0.113875864,0.035912422,0.002753844,0.04912851,0.063447316,0.052660402,0.945636787,0.047488276,0.768513415,0.083333333,0.062816077,0.289779739,0.194505871,0.177993528,0.910714286,0.274038462
"197","H0WV02138",2012,1287,0,0,0.859071729957806,0,0,0.140928270042194,0,0,0,0,0,0.315911121625757,0.194642791026993,1185,"WV","02",10055,"Capito",47421,4743,"West Virginia","(I)","Shelley Moore","Capito, Shelley Moore",NA,"R","35,008","82.93%","","","158,206","69.77%",1,0.173766365,0.529532941,0.453346366,0.31579166,0.734541624,0.380636753,0.498168498,0.942229876,0.057832392,0.008456522,0.00816741,0,0.006719571,0.059496401,0.014450582,0.967485246,0.021466058,0.46839698,0.333333333,0.042786798,0.178381257,0.130986169,0.372168285,0.798469388,0.200320513
"198","H2AZ03137",2012,963,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,305,"AZ","03",297,"Aguirre",106,107,"Arizona","","Amanda","Aguirre, Amanda",NA,"D","9,484","25.89%","","","","",1,0.504623871,0.23267181,0.825747752,0.516637058,0.246540561,0.127337276,0.124542125,0.726001828,0.057193554,0.200216478,0.022488215,0.008317294,0.277991454,0.165865056,0.726422753,0.640416142,0.354101523,0.627384615,0.654761905,0.064945435,0.198809946,0.111780513,0.433656958,0.517857143,0.104166667
"199","H2AZ07070",2010,500,1.0144174553798,0,0,0,0,-0.021874379508902,0,0,0.00745692412910627,0,0,-0.691726515927813,-0.0693445294399032,90654,"AZ","07",381,"Grijalva",21410,215,"Arizona","(I)","Raúl M.","Grijalva, Raúl M.",NA,"D","33,931","100.00%","","","79,935","50.23%",0,0.601614879,0.143021054,0.905072799,0.61892046,0.182157493,0.00166885,0.06959707,0.706693724,0.140415002,0.109939459,0.036087586,0.036004108,0.231492767,0.106577168,0.714782105,0.577270129,0.418250306,0.721306842,0.392857143,0.081647591,0.152179793,0.085168869,0.634304207,0.357142857,0.091346154
"200","H2AZ08094",2012,965,0.982417025945437,0,0,0,0,0.0175829740545635,0,0,0,0,0,-0.661765875616878,-0.0637577316432725,284366,"AZ","02",302,"Barber",9512,96,"Arizona","(I)","Ron ","Barber, Ron ",NA,"D","51,206","82.03%","","","147,338","50.41%",0,0.377958156,0.645124202,0.337432268,0.429350496,0.434329437,0.476589743,0.468864469,0.817538278,0.056228138,0.059167165,0.042683065,0.017246742,0.127921993,0.166649245,0.321788946,0.787879347,0.188092248,0.502655034,0.297619048,0.082778813,0.200939872,0.181887831,0.310679612,0.864795918,0.403846154
"201","H2AZ08094",2014,1487,0.998894762000812,0,0,0,0,0,0,0,0,0,0.00110523799918765,-0.677234380968841,-0.0666785226200076,361913,"AZ","02",303,"Barber",90,91,"Arizona","(I)","Ron","Barber, Ron",NA,"D","49,039","100.00%","","","109,547","49.94%",0,0.377958156,0.645124202,0.337432268,0.429350496,0.434329437,0.476589743,0.468864469,0.817538278,0.056228138,0.059167165,0.042683065,0.017246742,0.127921993,0.166649245,0.321788946,0.787879347,0.188092248,0.502655034,0.297619048,0.082778813,0.200939872,0.181887831,0.310679612,0.864795918,0.403846154
"202","H2AZ08102",2012,966,0.18303448817044,0,0.223251069172519,0.00474751834268451,0.0874759681406207,0.270726252599364,0,0,0,0.00582649978420371,0.224938203790168,0.146446084788376,0.0527448765795515,50974,"AZ","02",424,"McSally",9910,100,"Arizona","","Martha ","McSally, Martha ",NA,"R","52,809","81.70%","","","144,884","49.57%",1,0.377958156,0.645124202,0.337432268,0.429350496,0.434329437,0.476589743,0.468864469,0.817538278,0.056228138,0.059167165,0.042683065,0.017246742,0.127921993,0.166649245,0.321788946,0.787879347,0.188092248,0.502655034,0.297619048,0.082778813,0.200939872,0.181887831,0.310679612,0.864795918,0.403846154
"203","H2AZ09019",2012,967,0.996740186508549,0,0,0,0.00325981349145093,0,0,0,0,0,0,-0.674300645423026,-0.0691311675285674,330387,"AZ","09",485,"Sinema",16810,169,"Arizona","","Kyrsten","Sinema, Kyrsten",NA,"D","15,536","40.78%","","","121,881","48.73%",1,0.536726829,0.579651164,0.443245941,0.806884354,0.235604395,0.128434758,0.168498168,0.734356063,0.097104168,0.157434542,0.087390474,0.023896872,0.130572844,0.125946908,0.290951781,0.748529833,0.240091517,0.855221414,0.273809524,0.149853607,0.290058657,0.246667015,0.336569579,0.854591837,0.501602564
"204","H2CA00120",2012,1359,0,0,0,0,0,0,0,0,1,0,0,0.293462401114089,0.154005492578857,3800,"CA","26",607,"Brownley",40510,406,"California","","Julia ","Brownley, Julia ",NA,"D","29,892","26.89%","","","139,072","52.69%",1,0.36375567,0.433852748,0.575455764,0.413402665,0.573849861,0.268089204,0.355311355,0.80874711,0.020764707,0.030466858,0.112348341,0.003782308,0.134241997,0.159963154,0.512411573,0.618680494,0.371672912,0.696244391,0.238095238,0.363055629,0.511697686,0.424509411,0.148867314,0.719387755,0.40224359
"205","H2CA06259",2012,968,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"CA","02",903,"Huffman",24910,250,"California","","Jared ","Huffman, Jared ",NA,"D","63,922","37.49%","","","226,216","71.24%",0,0.332056803,0.629471831,0.389085633,0.253853988,0.753187873,0.47633055,0.593406593,0.793247889,0.018836374,0.106565552,0.062951806,0.017023224,0.181373355,0.181311628,0.194985652,0.775948934,0.208191259,0.600127034,0.297619048,0.40511046,0.41406765,0.459095843,0.203883495,0.854591837,0.522435897
"206","H2CA20094",2014,1489,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,319338,"CA","21",1393,"Valadao",27210,273,"California","(I)","David","Valadao, David",NA,"R","28,773","62.98%","","","45,907","57.83%",0,0.371031154,0.049203273,0.95885219,0.569032834,0.147267236,0.024701171,0.04029304,0.68383724,0.034693794,0.074285218,0.048856589,0.008456879,0.516435088,0.077950138,0.842062926,0.533917956,0.467529114,0.463454974,0.845238095,0.085706681,0.126578427,0.082342289,0.644012945,0.12755102,0.009615385
"207","H2CA25036",2012,1349,0,0,0,0,0,0,0,1,0,0,0,0.248956043239761,0.100549327646035,2500,"CA","25",1070,"McKeon",39911,400,"California","(I)","Howard P. ""Buck""","McKeon, Howard P. ""Buck""",NA,"R","39,997","50.54%","","","129,593","54.78%",0,0.351547685,0.309028512,0.700492904,0.387418827,0.722407818,0.144739757,0.311355311,0.634340378,0.142650101,0.07057456,0.147686301,0.02485602,0.228947155,0.133858656,0.442754591,0.683415037,0.313568625,0.590974429,0.273809524,0.273556029,0.453107832,0.3584069,0.220064725,0.701530612,0.290064103
"208","H2CA25143",2014,1490,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,411,"CA","25",1232,"Rogers",29812,299,"California","","Lee","Rogers, Lee",NA,"D","14,315","22.18%","","","","",0,0.351547685,0.309028512,0.700492904,0.387418827,0.722407818,0.144739757,0.311355311,0.634340378,0.142650101,0.07057456,0.147686301,0.02485602,0.228947155,0.133858656,0.442754591,0.683415037,0.313568625,0.590974429,0.273809524,0.273556029,0.453107832,0.3584069,0.220064725,0.701530612,0.290064103
"209","H2CA26026",2010,822,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,451,"CA","28",583,"Berman",59610,597,"California","(I)","Howard L. ","Berman, Howard L. ",NA,"D","26,092","83.37%","","","88,385","69.54%",0,0.304002165,0.8236856,0.136570846,0.716445596,0.618636582,0.274357927,0.413919414,0.634678373,0.032346353,0.021972303,0.264981041,0.021426906,0.264259285,0.166023778,0.260096671,0.327226071,0.672849964,0.809640541,0.392857143,0.530542986,0.366566932,0.349340948,0.294498382,0.816326531,0.608974359
"210","H2CA26109",2012,969,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,115209,"CA","26",1344,"Strickland",406,407,"California","","Tony ","Strickland, Tony ",NA,"R","49,043","44.12%","","","124,863","47.31%",0,0.36375567,0.433852748,0.575455764,0.413402665,0.573849861,0.268089204,0.355311355,0.80874711,0.020764707,0.030466858,0.112348341,0.003782308,0.134241997,0.159963154,0.512411573,0.618680494,0.371672912,0.696244391,0.238095238,0.363055629,0.511697686,0.424509411,0.148867314,0.719387755,0.40224359
"211","H2CA27107",2010,501,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"CA","36",871,"Harman",6671,668,"California","(I)","Jane","Harman, Jane",NA,"D","27,146","59.09%","","","114,489","59.62%",1,0.419788946,0.576507005,0.41688889,0.306406098,0.480242058,0.517504577,0.527472527,0.685430839,0.06570963,0.055370398,0.062527655,0.006167899,0.423095568,0.1121832,0.542397753,0.648605303,0.347734972,0.346746546,0.595238095,0.149920149,0.233843839,0.217902062,0.388349515,0.635204082,0.225961538
