"","FEC_ID","Year","X.x","C10","M01","M10","M20","M30","M40","M50","S10","S20","S50","R10","X_first_score","X_second_score","total_spent","STATE.ABBREVIATION","DISTRICT","X.1","candidate.last","X.y","X1","STATE","incumbent","candidate.first","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","woman","Total population","18 years and over","Under 20","20 to 44 years","45 to 64 years","Over 65","Median age (years)","White","Black or African American","American Indian and Alaska Native","Asian","Native Hawaiian and Other Pacific Islander","Some other race","Two or more races","Hispanic or Latino (of any race)","Born in United States","Foreign born","Percent Over 16 In labor force","Unemployment Rate","Median (dollars)","Median household income (dollars)","Mean household income (dollars)","All people","Percent high school graduate or higher","Percent bachelor's degree or higher"
"474","H4TX10028",2014,1881,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"TX","35",8752,"Doggett",32761,3277,"Texas","(I)","Lloyd","Doggett, Lloyd",NA,"D","15,399","100.00%","","","60,124","62.48%",0,0.608654953,0.393796049,0.646787498,0.720900838,0.222834401,0.071164614,0.157509158,0.756509947,0.129667401,0.023514006,0.0240119,0.003156993,0.245650699,0.078056861,0.675927437,0.726282219,0.252033244,0.772765851,0.226190476,0.066010114,0.193020268,0.125901807,0.482200647,0.581632653,0.241987179
"475","H4TX10093",2012,1429,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,250,"TX","10",8974,"McCaul",4109,4110,"Texas","(I)","Michael","McCaul, Michael",NA,"R","39,543","83.77%","","","159,783","60.52%",0,0.734134347,0.29732848,0.706146456,0.515821408,0.444463764,0.132393141,0.256410256,0.67109117,0.181757565,0.023486964,0.083179501,0.003598242,0.232939593,0.10189686,0.337293558,0.689488243,0.298836535,0.825437689,0.238095238,0.121173809,0.418099295,0.349201651,0.148867314,0.869897959,0.501602564
"476","H4TX10093",2014,1814,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,14,"TX","10",8975,"McCaul",30842,3085,"Texas","(I)","Michael","McCaul, Michael",NA,"R","38,406","100.00%","","","109,726","62.18%",0,0.734134347,0.29732848,0.706146456,0.515821408,0.444463764,0.132393141,0.256410256,0.67109117,0.181757565,0.023486964,0.083179501,0.003598242,0.232939593,0.10189686,0.337293558,0.689488243,0.298836535,0.825437689,0.238095238,0.121173809,0.418099295,0.349201651,0.148867314,0.869897959,0.501602564
"477","H4TX11026",2012,1430,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2682,"TX","25",9100,"Riddle",42521,4253,"Texas","","Wes","Riddle, Wes",NA,"R","7,481","14.57%","19,210","42.03%","","",0,0.536647123,0.423850955,0.60925982,0.446620768,0.621334662,0.194070624,0.333333333,0.825102574,0.102101278,0.020672072,0.059511009,0.020207055,0.054318135,0.118010579,0.200578262,0.845209754,0.129195805,0.700585003,0.202380952,0.136079319,0.413425292,0.383509487,0.200647249,0.867346939,0.488782051
"478","H4TX13014",2014,1815,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,14,"TX","13",9216,"Thornberry",31052,3106,"Texas","(I)","Mac","Thornberry, Mac",NA,"R","45,168","68.21%","","","110,842","84.32%",0,0.343732796,0.340032623,0.669377613,0.418066048,0.422030094,0.258894661,0.304029304,0.858781315,0.074674006,0.036048348,0.035175673,0.013105396,0.083399497,0.083511512,0.31121912,0.84405868,0.147568552,0.622604922,0.119047619,0.028812883,0.193916189,0.144445799,0.313915858,0.709183673,0.179487179
"479","H4TX13063",2014,1882,0,0,0,0,0,0,0,0,0,0,0,0.234774162653261,0.0892902634112085,0,"TX","13",8995,"Minter",31092,3110,"Texas","","Mike","Minter, Mike",NA,"D","4,842","100.00%","","","16,822","12.80%",0,0.343732796,0.340032623,0.669377613,0.418066048,0.422030094,0.258894661,0.304029304,0.858781315,0.074674006,0.036048348,0.035175673,0.013105396,0.083399497,0.083511512,0.31121912,0.84405868,0.147568552,0.622604922,0.119047619,0.028812883,0.193916189,0.144445799,0.313915858,0.709183673,0.179487179
"480","H4TX14087",2014,1883,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,4500,"TX","14",9262,"Willis",31182,3119,"Texas","","Buck","Willis, Buck",NA,"D","3,699","25.81%","","","","",0,0.42862333,0.385195854,0.610176034,0.454981648,0.57273487,0.205170416,0.315018315,0.708207419,0.280970421,0.009799525,0.050158883,0.009179437,0.052125833,0.053307386,0.287581242,0.808362728,0.179285639,0.569061086,0.19047619,0.062816077,0.307638995,0.243155555,0.28802589,0.772959184,0.238782051
"481","H4TX17072",2010,516,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1490,"TX","17",8979,"McIntyre",4645,4646,"Texas","","Dave","McIntyre, Dave",NA,"R","11,870","18.26%","","","","",0,0.475877831,0.476055107,0.615429708,0.635761891,0.285220408,0.147865412,0.168498168,0.746124323,0.197587352,0.023075513,0.072590893,0.004375691,0.04518849,0.107158633,0.291742342,0.802169664,0.18594869,0.634319835,0.166666667,0.07565877,0.235542708,0.176669975,0.433656958,0.765306122,0.355769231
"482","H4TX18054",2010,902,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,3300,"TX","18",8936,"Lee",4654,4655,"Texas","(I)","Sheila Jackson","Lee, Sheila Jackson",NA,"D","21,570","66.96%","","","85,108","70.15%",0,0.55186169,0.289404181,0.732684993,0.660644411,0.257512711,0.053320894,0.135531136,0.433555819,0.499062474,0.017026572,0.071457865,0.004680867,0.22655389,0.057448905,0.496582075,0.592183453,0.397832045,0.698912383,0.369047619,0.050106468,0.148452423,0.152530863,0.527508091,0.528061224,0.206730769
"483","H4TX18054",2014,1563,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,-500,"TX","18",8888,"Jackson Lee",31493,3150,"Texas","(I)","Sheila","Jackson Lee, Sheila",NA,"D","14,373","100.00%","","","76,097","71.78%",1,0.55186169,0.289404181,0.732684993,0.660644411,0.257512711,0.053320894,0.135531136,0.433555819,0.499062474,0.017026572,0.071457865,0.004680867,0.22655389,0.057448905,0.496582075,0.592183453,0.397832045,0.698912383,0.369047619,0.050106468,0.148452423,0.152530863,0.527508091,0.528061224,0.206730769
"484","H4TX19102",2014,1816,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,14,"TX","19",9016,"Neugebauer",31572,3158,"Texas","(I)","Randy","Neugebauer, Randy",NA,"R","39,611","64.37%","","","90,160","77.18%",0,0.371409294,0.369477287,0.714519379,0.529205724,0.213733865,0.206923825,0.19047619,0.840425007,0.084611385,0.017074181,0.019543139,0.007993177,0.147111899,0.080839765,0.412882328,0.852717747,0.131227499,0.61420363,0.05952381,0.027615118,0.204684146,0.146935743,0.391585761,0.665816327,0.221153846
"485","H4TX19136",2014,1817,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,14,"TX","11",8710,"Conaway",30913,3092,"Texas","(I)","Mike","Conaway, Mike",NA,"R","53,272","73.70%","","","107,939","90.27%",0,0.483739061,0.304086009,0.700035945,0.449503891,0.328501363,0.245568129,0.252747253,0.833363303,0.056240672,0.026452195,0.010804952,0.005583791,0.228701042,0.075737095,0.441545196,0.829013926,0.160452378,0.653253504,0.130952381,0.052635081,0.278994878,0.225290639,0.262135922,0.696428571,0.208333333
"486","H4TX19276",2014,1884,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2600,"TX","19",8963,"Marchbanks",31614,3162,"Texas","","Neal","Marchbanks, Neal",NA,"D","6,476","100.00%","","","21,458","18.37%",0,0.371409294,0.369477287,0.714519379,0.529205724,0.213733865,0.206923825,0.19047619,0.840425007,0.084611385,0.017074181,0.019543139,0.007993177,0.147111899,0.080839765,0.412882328,0.852717747,0.131227499,0.61420363,0.05952381,0.027615118,0.204684146,0.146935743,0.391585761,0.665816327,0.221153846
"487","H4TX22163",2014,1885,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,4500,"TX","22",8800,"Gibson",31863,3187,"Texas","","Mark","Gibson, Mark",NA,"D","2,973","46.81%","","","","",0,0.800140134,0.211178982,0.779474086,0.442341222,0.57479256,0.097239387,0.293040293,0.54170214,0.208721126,0.023217814,0.32298004,0.007508565,0.085665169,0.122648713,0.293035747,0.564738307,0.423282329,0.784295813,0.130952381,0.135480437,0.596691854,0.459780722,0.067961165,0.864795918,0.565705128
"488","H4TX22171",2014,1886,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,4500,"TX","22",8637,"Briscoe",31852,3186,"Texas","","Frank","Briscoe, Frank",NA,"D","3,378","53.19%","","","47,844","31.57%",0,0.800140134,0.211178982,0.779474086,0.442341222,0.57479256,0.097239387,0.293040293,0.54170214,0.208721126,0.023217814,0.32298004,0.007508565,0.085665169,0.122648713,0.293035747,0.564738307,0.423282329,0.784295813,0.130952381,0.135480437,0.596691854,0.459780722,0.067961165,0.864795918,0.565705128
"489","H4TX24094",2014,1818,0,0,0,0,1,0,0,0,0,0,0,0.562692702510835,-0.726381030143576,14,"TX","24",8962,"Marchant",32003,3201,"Texas","(I)","Kenny E.","Marchant, Kenny E.",NA,"R","34,265","100.00%","","","93,712","65.04%",0,0.561926882,0.470000973,0.497865794,0.690194152,0.52297857,0.083655077,0.252747253,0.573233085,0.187790132,0.022420733,0.273323465,0.022943991,0.128985937,0.117788794,0.256901972,0.536738411,0.456200722,0.967600226,0.119047619,0.161099281,0.41082205,0.38588335,0.126213592,0.862244898,0.613782051
"490","H4TX25166",2014,1887,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,4500,"TX","25",8813,"Gourd",32102,3211,"Texas","","Stuart","Gourd, Stuart",NA,"D","3,863","24.84%","","","","",0,0.536647123,0.423850955,0.60925982,0.446620768,0.621334662,0.194070624,0.333333333,0.825102574,0.102101278,0.020672072,0.059511009,0.020207055,0.054318135,0.118010579,0.200578262,0.845209754,0.129195805,0.700585003,0.202380952,0.136079319,0.413425292,0.383509487,0.200647249,0.867346939,0.488782051
"491","H4TX27055",2014,1888,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,4500,"TX","27",9095,"Reed",32242,3225,"Texas","","Wesley","Reed, Wesley",NA,"D","11,585","100.00%","","","44,152","33.69%",0,0.400811518,0.353834789,0.659700561,0.414915506,0.380323719,0.285450081,0.293040293,0.866373264,0.065728708,0.008862937,0.020348451,0.003091945,0.150815511,0.049345985,0.60453869,0.850589452,0.141882648,0.543739445,0.333333333,0.043518765,0.210676674,0.147011196,0.430420712,0.663265306,0.16025641
"492","H4TX28046",2010,517,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,5908,"TX","23",8660,"Canseco",4702,4703,"Texas","","Francisco ""Quico""","Canseco, Francisco ""Quico""",NA,"R","9,250","32.16%","7,210","52.64%","74,853","49.40%",0,0.47715498,0.207478578,0.826655481,0.464858972,0.283724359,0.160251645,0.208791209,0.848802452,0.043408324,0.035201806,0.02816928,0.012817917,0.18665379,0.068856023,0.77778822,0.714918959,0.25009215,0.58855407,0.154761905,0.048176737,0.236768261,0.198417812,0.388349515,0.553571429,0.221153846
"493","H4TX28046",2012,1055,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,166045,"TX","23",8661,"Canseco",42371,4238,"Texas","(I)","Francisco ""Quico""","Canseco, Francisco ""Quico""",NA,"R","17,438","100.00%","","","87,547","45.56%",0,0.47715498,0.207478578,0.826655481,0.464858972,0.283724359,0.160251645,0.208791209,0.848802452,0.043408324,0.035201806,0.02816928,0.012817917,0.18665379,0.068856023,0.77778822,0.714918959,0.25009215,0.58855407,0.154761905,0.048176737,0.236768261,0.198417812,0.388349515,0.553571429,0.221153846
"494","H4TX31040",2014,1819,0,0,0,0,0.0431639379119711,0,0,0,0,0.956836062088029,0,0.420270299762425,0.553859684272419,4703,"TX","31",8994,"Minor",32491,3250,"Texas","","Louie","Minor, Louie",NA,"D","8,036","100.00%","","","45,715","31.96%",0,0.716925278,0.281265974,0.723544379,0.555694519,0.324685409,0.131052601,0.230769231,0.726985893,0.176742714,0.019707882,0.098845782,0.013060986,0.055316225,0.152661299,0.275372321,0.768533161,0.189475424,0.83239049,0.416666667,0.115983497,0.378247714,0.286842762,0.158576052,0.895408163,0.421474359
"495","H4TX32030",2014,1889,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,-4500,"TX","32",9054,"Perez",32571,3258,"Texas","","Frank","Perez, Frank",NA,"D","10,681","100.00%","","","55,325","35.44%",0,0.461167451,0.357638243,0.622908263,0.533251645,0.512192042,0.147251972,0.241758242,0.637085748,0.215788454,0.02316204,0.139927929,0.007091322,0.143216755,0.121015188,0.295347852,0.623921718,0.36887218,0.874667929,0.178571429,0.133284536,0.383750021,0.434672331,0.207119741,0.793367347,0.564102564
"496","H4UT03211",2014,1564,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,210,"UT","03",9407,"Tryon",3331,3332,"Utah","","Stephen P.","Tryon, Stephen P.",NA,"UN","","","","","2,584","1.81%",0,0.46371248,0.119913313,0.926473099,0.583894092,3.84199e-06,0.092852245,0,0.923788891,0.001748304,0.065355604,0.026023544,0.059381437,0.034059549,0.107727753,0.113130185,0.873348335,0.117778755,0.82688769,0.154761905,0.193838169,0.404601315,0.3342852,0.203883495,0.964285714,0.509615385
"497","H4UT04011",2014,1565,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,40429,"UT","04",9380,"Owens",33383,3339,"Utah","","Doug","Owens, Doug",NA,"D","*","","","","67,425","45.81%",0,0.595268062,0.070203894,0.920608835,0.613082632,0.04918086,0.049800218,0.102564103,0.850482995,0.01357869,0.023582007,0.041804633,0.085179628,0.164925081,0.117117778,0.183215857,0.820507365,0.17554107,0.927852068,0.178571429,0.176137876,0.421395608,0.289361727,0.148867314,0.895408163,0.379807692
"498","H4VA10071",2014,1890,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,6543,"VA","10",9487,"Foust",34682,3469,"Virginia","","John W.","Foust, John W.",NA,"D","**","","","","89,957","40.36%",0,0.608727244,0.267150209,0.722311351,0.342554593,0.768349911,0.15295287,0.36996337,0.659457888,0.111647568,0.010830015,0.273974993,0.004180692,0.066493653,0.153255637,0.151852376,0.597366326,0.377131097,0.866277605,0.071428571,0.295115784,0.855055192,0.702704115,0,0.913265306,0.745192308
"499","H4VA10089",2014,1566,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,4400,"VA","10",9453,"Comstock",34612,3462,"Virginia","","Barbara J.","Comstock, Barbara J.",NA,"R","7,337**","53.91%","","","125,914","56.49%",1,0.608727244,0.267150209,0.722311351,0.342554593,0.768349911,0.15295287,0.36996337,0.659457888,0.111647568,0.010830015,0.273974993,0.004180692,0.066493653,0.153255637,0.151852376,0.597366326,0.377131097,0.866277605,0.071428571,0.295115784,0.855055192,0.702704115,0,0.913265306,0.745192308
"500","H4VA11087",2014,1568,0.16393112476085,0,0,0.0327258080757225,0.00601651394622898,0,0,0,0,0,0.797326553217199,0.161899829522877,0.153578710425252,39724,"VA","11",9591,"Scholte",34761,3477,"Virginia","","Suzanne K.","Scholte, Suzanne K.",NA,"R","**","","","","75,796","40.36%",1,0.482421133,0.44267257,0.571026535,0.531487001,0.615259327,0.143833647,0.304029304,0.489034115,0.199895472,0.019879814,0.330155022,0.011122028,0.193735648,0.149609401,0.205333039,0.435437458,0.540987182,0.944799958,0.166666667,0.275818472,0.735652585,0.57072545,0.090614887,0.87755102,0.754807692
"501","H4WA03114",2014,1891,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2092,"WA","03",9752,"Dingethal",35023,3503,"Washington","","Bob","Dingethal, Bob",NA,"D","45,788","37.95%","","","78,018","38.47%",0,0.4214776,0.454453385,0.526500731,0.375946084,0.595107591,0.329030069,0.406593407,0.869003278,0.015849803,0.027717069,0.050347919,0.046198712,0.056315817,0.208355039,0.104562134,0.836304087,0.147587057,0.577801572,0.333333333,0.168152781,0.337026895,0.252088013,0.213592233,0.87755102,0.274038462
"502","H4WA04070",2014,1569,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,4200,"WA","04",9881,"Seim",35132,3514,"Washington","","Gavin","Seim, Gavin",NA,"R","2,107","1.97%","","","","",0,0.382777585,0.15630423,0.836983186,0.41245073,0.275759791,0.205328011,0.208791209,0.735429795,0.011933373,0.115066115,0.016140768,0.020855683,0.428974517,0.126767256,0.438695085,0.717184001,0.279725893,0.632956282,0.44047619,0.098815544,0.243513025,0.181435113,0.375404531,0.591836735,0.193910256
"503","H4WA05127",2014,1892,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2138,"WA","05",9847,"Pakootas",3521,3522,"Washington","","Joseph (Joe)","Pakootas, Joseph (Joe)",NA,"D","41,203","28.65%","","","87,772","39.32%",0,0.380043486,0.530777259,0.522229143,0.444333204,0.491955344,0.309489144,0.347985348,0.886263212,0.017464896,0.073255552,0.036130064,0.035387358,0.042176633,0.161369741,0.06656166,0.907689204,0.084495764,0.549579403,0.464285714,0.11278946,0.226313031,0.181591823,0.339805825,0.923469388,0.325320513
"504","H4WA08071",2012,1302,0,0,0.891276041666667,0,0,0.108723958333333,0,0,0,0,0,0.317833516260894,0.19757692378486,1536,"WA","08",9859,"Reichert",4700,4701,"Washington","(I)","Dave","Reichert, Dave",NA,"R","66,220","50.62%","","","180,204","59.65%",0,0.446505265,0.33118887,0.669641456,0.39253981,0.614003773,0.205291255,0.351648352,0.700550064,0.037501573,0.052666193,0.164777027,0.069598694,0.193006788,0.210360976,0.125583213,0.731297581,0.257750205,0.75406236,0.202380952,0.237756188,0.548599489,0.432379725,0.142394822,0.875,0.427884615
"505","H4WA08121",2014,1570,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,13982,"WA","08",9862,"Ritchie",35402,3541,"Washington","","Jason","Ritchie, Jason",NA,"D","30,759","28.81%","","","73,003","36.73%",0,0.446505265,0.33118887,0.669641456,0.39253981,0.614003773,0.205291255,0.351648352,0.700550064,0.037501573,0.052666193,0.164777027,0.069598694,0.193006788,0.210360976,0.125583213,0.731297581,0.257750205,0.75406236,0.202380952,0.237756188,0.548599489,0.432379725,0.142394822,0.875,0.427884615
"506","H4WI06071",2014,1571,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,2830,"WI","06",9941,"Harris",36601,3661,"Wisconsin","","Mark L.","Harris, Mark L.",NA,"D","19,714","99.75%","","","122,212","40.87%",0,0.345762517,0.540663369,0.456795583,0.320907231,0.755499328,0.364974643,0.487179487,0.939802868,0.020733729,0.022988248,0.038560087,0.012727546,0.029489954,0.045722494,0.043961302,0.937691747,0.056513337,0.71414356,0.035714286,0.059289327,0.27207262,0.202631564,0.145631068,0.915816327,0.291666667
"507","H6AZ02155",2010,903,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,750,"AZ","02",496,"Thrasher",1494,150,"Arizona","","John","Thrasher, John",NA,"D","32,503","100.00%","","","82,891","31.06%",0,0.377958156,0.645124202,0.337432268,0.429350496,0.434329437,0.476589743,0.468864469,0.817538278,0.056228138,0.059167165,0.042683065,0.017246742,0.127921993,0.166649245,0.321788946,0.787879347,0.188092248,0.502655034,0.297619048,0.082778813,0.200939872,0.181887831,0.310679612,0.864795918,0.403846154
"508","H6AZ05067",2010,519,0.995305718940025,0,0,0,0.000310879540395687,0,0,0,0.00438340151957919,0,0,-0.673700559877233,-0.066217966934681,160834,"AZ","05",430,"Mitchell",195,196,"Arizona","(I)","Harry","Mitchell, Harry",NA,"D","29,716","100.00%","","","91,749","43.23%",0,0.594313445,0.314926041,0.671350179,0.334034857,0.502058382,0.304031008,0.388278388,0.831636749,0.051252038,0.047286527,0.088163381,0.0040123,0.073193841,0.127377686,0.177066578,0.825554499,0.155856155,0.692952638,0.19047619,0.15890338,0.43510489,0.341400986,0.097087379,0.941326531,0.451923077
"509","H6AZ08038",2010,520,0.999825501092836,0,0,0,0.000147880429799681,0,0,0,2.66184773639426e-05,0,0,-0.678136807351711,-0.0670732784508726,338111,"AZ","08",366,"Giffords",228,229,"Arizona","(I)","Gabrielle","Giffords, Gabrielle",NA,"D","55,530","100.00%","","","138,280","48.76%",1,0.499087089,0.509516104,0.47826194,0.281968367,0.525883253,0.478901132,0.52014652,0.830168637,0.067646422,0.056371212,0.059792107,0.006598081,0.090593559,0.116181198,0.234037529,0.815863927,0.171625725,0.493579956,0.273809524,0.13068938,0.359813716,0.240212893,0.181229773,0.880102041,0.342948718
"510","H6CA02010",2010,804,0,0,0,1,0,0,0,0,0,0,0,0.259891312818797,0.111790363099077,50,"CA","02",885,"Herger",346,347,"California","(I)","Wally ","Herger, Wally ",NA,"R","57,272","65.26%","","","130,837","57.15%",0,0.332056803,0.629471831,0.389085633,0.253853988,0.753187873,0.47633055,0.593406593,0.793247889,0.018836374,0.106565552,0.062951806,0.017023224,0.181373355,0.181311628,0.194985652,0.775948934,0.208191259,0.600127034,0.297619048,0.40511046,0.41406765,0.459095843,0.203883495,0.854591837,0.522435897
"511","H6CA09023",2012,1431,0,0,0,0,0,0,0,0,0,1,0,0.41384546692733,0.611612765389408,2500,"CA","15",1331,"Stark",34210,343,"California","(I)","Fortney Pete ","Stark, Fortney Pete ",NA,"D","39,943","42.09%","","","110,646","47.89%",0,0.468999023,0.444707598,0.523550796,0.47685557,0.686155141,0.199834899,0.384615385,0.307963291,0.064891591,0.021437897,0.664702769,0.076095955,0.246917065,0.244606667,0.232478273,0.387686318,0.610228997,0.770244508,0.142857143,0.533936652,0.794132563,0.644344228,0.058252427,0.849489796,0.607371795
"512","H6CA22125",2014,1572,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,500,"CA","23",1057,"McCarthy",28012,281,"California","(I)","Kevin","McCarthy, Kevin",NA,"R","58,334","99.09%","","","100,317","74.84%",0,0.393454474,0.273075001,0.726119507,0.474950437,0.360572952,0.190468402,0.234432234,0.696911199,0.092907696,0.043294873,0.082020806,0.008674178,0.280815929,0.173520206,0.450190025,0.756317285,0.234908919,0.522877885,0.702380952,0.118911365,0.274599794,0.219178957,0.391585761,0.706632653,0.192307692
"513","H6CA24048",2012,1056,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,2500,"CA","33",1425,"Waxman",454,455,"California","(I)","Henry A. ","Waxman, Henry A. ",NA,"D","51,235","45.32%","","","171,860","53.96%",0,0.323667289,0.65209242,0.385939387,0.416880398,0.734590837,0.333224086,0.457875458,0.687258038,0.038916746,0.012544152,0.287047447,0.009179707,0.082917895,0.204088064,0.141545016,0.60378889,0.385226256,0.69314884,0.25,0.887277083,0.726465169,0.796045109,0.13592233,1,0.905448718
"514","H6CA26183",2010,521,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,2710,"CA","26",1415,"Warner",58110,582,"California","","Russ","Warner, Russ",NA,"D","28,951","100.00%","","","76,093","36.52%",0,0.36375567,0.433852748,0.575455764,0.413402665,0.573849861,0.268089204,0.355311355,0.80874711,0.020764707,0.030466858,0.112348341,0.003782308,0.134241997,0.159963154,0.512411573,0.618680494,0.371672912,0.696244391,0.238095238,0.363055629,0.511697686,0.424509411,0.148867314,0.719387755,0.40224359
"515","H6CA46033",2010,522,0.634920634920635,0,0,0.365079365079365,0,0,0,0,0,0,0,-0.335815045023868,-0.00171567602930399,1575,"CA","47",1259,"Sanchez",7571,758,"California","(I)","Loretta","Sanchez, Loretta",NA,"D","17,409","100.00%","","","50,832","52.98%",1,0.349036022,0.531907175,0.470806203,0.530816304,0.616098074,0.21454005,0.347985348,0.451403667,0.095024669,0.018040412,0.416762824,0.032643061,0.340163361,0.141390352,0.397084662,0.503441342,0.497827895,0.722334528,0.285714286,0.369110993,0.350186791,0.288543353,0.323624595,0.635204082,0.384615385
"516","H6CA46033",2014,1573,1,0,0,0,0,0,0,0,0,0,0,-0.678346200783401,-0.066981648528123,1000,"CA","46",1263,"Sanchez",41111,412,"California","(I)","Loretta","Sanchez, Loretta",NA,"D","20,172","50.59%","","","49,738","59.70%",1,0.380653329,0.395074158,0.620536949,0.652696139,0.411008041,0.077725274,0.186813187,0.429001207,0.022221746,0.025179347,0.241915642,0.041985614,0.837383381,0.077266225,0.747804062,0.358513686,0.627796703,0.783572368,0.25,0.333311153,0.344329496,0.253806016,0.294498382,0.344387755,0.176282051
"517","H6CO01141",2010,843,0,0,0,0,0,0,0,0.99505855276518,0.00494144723482028,0,0,0.249175969058811,0.100813478464426,59092,"CO","01",1497,"DeGette",852,853,"Colorado","(I)","Diana","DeGette, Diana",NA,"D","57,527","100.00%","","","140,073","67.42%",1,0.599687108,0.616681312,0.362708931,0.841899098,0.257153554,0.143518391,0.241758242,0.776451814,0.108494569,0.027230501,0.05312827,0.004891066,0.139685403,0.155311845,0.29634596,0.781028592,0.198723685,0.925336328,0.095238095,0.241948363,0.392565546,0.358453332,0.236245955,0.880102041,0.673076923
"518","H6CO01141",2012,1057,0.0201409869083585,0,0,0,0,0,0,0.979859013091641,0,0,0,0.230279260882799,0.0971750884481668,49650,"CO","01",1498,"DeGette",6181,619,"Colorado","(I)","Diana","DeGette, Diana",NA,"D","37,072","100.00%","","","237,579","68.23%",1,0.599687108,0.616681312,0.362708931,0.841899098,0.257153554,0.143518391,0.241758242,0.776451814,0.108494569,0.027230501,0.05312827,0.004891066,0.139685403,0.155311845,0.29634596,0.781028592,0.198723685,0.925336328,0.095238095,0.241948363,0.392565546,0.358453332,0.236245955,0.880102041,0.673076923
"519","H6CO01141",2014,1837,0,0,0,0,0,0,0,1,0,0,0,0.248956043239761,0.100549327646035,45200,"CO","01",1499,"DeGette",45610,457,"Colorado","(I)","Diana","DeGette, Diana",NA,"D","43,514","100.00%","","","183,281","65.81%",1,0.599687108,0.616681312,0.362708931,0.841899098,0.257153554,0.143518391,0.241758242,0.776451814,0.108494569,0.027230501,0.05312827,0.004891066,0.139685403,0.155311845,0.29634596,0.781028592,0.198723685,0.925336328,0.095238095,0.241948363,0.392565546,0.358453332,0.236245955,0.880102041,0.673076923
"520","H6CO03139",2010,785,0,0,1,0,0,0,0,0,0,0,0,0.324323651994905,0.20748275659988,5311,"CO","03",1605,"Tipton",8731,874,"Colorado","","Scott R.","Tipton, Scott R.",NA,"R","39,346","55.76%","","","131,227","49.87%",0,0.421281115,0.54668685,0.467052912,0.380927605,0.553650212,0.382832106,0.435897436,0.913073472,0.005418856,0.094566003,0.012239397,0.006857751,0.093126897,0.079855759,0.272948719,0.894496501,0.092982548,0.602792554,0.19047619,0.126430663,0.244366685,0.203130713,0.326860841,0.869897959,0.366987179
"521","H6CO07023",2010,523,0.997958070516496,0,0,0,0,0,0,0,0.00204192948350373,0,0,-0.676361836146863,-0.0665304083692214,143002,"CO","07",1567,"Perlmutter",908,909,"Colorado","(I)","Ed","Perlmutter, Ed",NA,"D","40,534","100.00%","","","112,667","53.44%",0,0.517621501,0.48738881,0.503481063,0.617840651,0.426277347,0.186488981,0.278388278,0.861785219,0.018198135,0.04045262,0.055069731,0.006036799,0.103630172,0.155518492,0.325917276,0.807964,0.174250758,0.860407036,0.19047619,0.204950759,0.389666481,0.301637327,0.161812298,0.821428571,0.418269231
